gene_id,B1_fpkm_CL,B2_fpkm_CL,B3_fpkm_CL,B4_fpkm_CL,B5_fpkm_CL,B6_fpkm_CL,B7_fpkm_CL,B8_fpkm_CL,B9_fpkm_CL,B10_fpkm_MO,B11_fpkm_MO,B12_fpkm_MO,B13_fpkm_MO,B14_fpkm_MO,B15_fpkm_MO,B16_fpkm_MO,B17_fpkm_MO,B18_fpkm_MO,B19_fpkm_MI,B20_fpkm_MI,B21_fpkm_MI,B22_fpkm_MI,B23_fpkm_MI,B24_fpkm_MI,B25_fpkm_MI,B26_fpkm_MI,B27_fpkm_MI,C1_fpkm_CL,C2_fpkm_CL,C3_fpkm_CL,C4_fpkm_CL,C5_fpkm_CL,C6_fpkm_CL,C7_fpkm_CL,C8_fpkm_CL,C9_fpkm_CL,C10_fpkm_MO,C11_fpkm_MO,C12_fpkm_MO,C13_fpkm_MO,C14_fpkm_MO,C15_fpkm_MO,C16_fpkm_MO,C17_fpkm_MO,C18_fpkm_MO,C19_fpkm_MI,C20_fpkm_MI,C21_fpkm_MI,C22_fpkm_MI,C23_fpkm_MI,C24_fpkm_MI,C25_fpkm_MI,C26_fpkm_MI,C27_fpkm_MI
MSI2,0.04686789,0.23114529,0.21274107,0.04543725,0.1490953,0.13780166,0,0.12919085,0.05848863,0,0,0,0,0,0.05064148,0.05877721,0,0.07120253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYO5B,22.539912,22.0207163,15.606971,23.1481763,22.4833204,20.0314212,23.8787255,23.518524,22.5267238,,,,,,,,,,17.1344985,17.2621063,17.7167732,20.8861368,19.5884153,15.4311778,18.8184546,17.2936016,16.1797445,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATM,4.04914744,3.52074858,3.20916196,3.74751739,3.47584562,3.7884789,3.59877668,3.72891364,3.7124963,3.96768611,4.25477512,4.07877738,5.0081819,4.50095438,3.69061647,3.3277938,4.34705952,3.74532318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSTF2T,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0555084,2.36823165,2.19272239,2.80966827,3.83727391,1.58992822,2.67905608,2.55712809,3.11972863,3.35545402,3.62602196,2.29668496,3.33284942,4.57477685,2.96758295,4.52045424,3.35295634,3.65946472,,,,,,,,,
TRIM47,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8147852,27.4855924,35.8908199,26.5341786,44.7282984,41.8453502,42.4697068,24.1375258,22.1742811,39.4974541,21.9529815,13.0967403,23.5713827,18.487904,23.5312942,17.3503631,21.624766,31.2127146,,,,,,,,,
EIF3A,28.7312076,28.6508825,19.7162181,25.0211709,18.1955555,27.4483719,27.53968,24.3155153,27.5987333,52.7791162,28.8648751,41.6099802,23.7908654,39.4257743,42.2346835,39.3741846,26.0921514,39.6001537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CILP2,1.39985189,1.58506889,1.76360298,2.4095826,1.18145688,2.23992651,1.80904532,1.91621361,1.92519969,,,,,,,,,,2.49024671,2.33260906,2.06089541,3.00242305,2.82862343,1.4698286,2.11086771,1.7964347,3.24235321,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRIP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79860728,3.3993187,3.10368193,4.11004969,3.94530594,5.03111541,2.99362593,1.81199795,2.06796734,3.26429945,1.91111148,3.11911141,2.98994647,2.30285453,1.49905759,2.97634721,2.09069826,2.32791545,,,,,,,,,
GADD45G,0.10666233,0.13151058,0,0.24128172,0.2262082,0.03484557,0.19408648,0.03266818,0.44369633,1.52927939,0.35661488,0.66473476,0.20027191,0.27738268,0.53783472,1.24847951,0,0.18905052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP104,13.8859417,7.62539872,12.2184395,9.20788568,11.3674299,13.2484204,8.18308146,18.0219974,5.80693205,,,,,,,,,,20.566992,21.6534093,17.9067825,10.067003,21.0134844,18.156,13.1399876,19.1995854,18.5925082,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC35F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05087449,0.00872828,0.02155047,0.02339062,0.0228823,0,0.03599577,0.01717878,0.02044083,,,,,,,,,,0.03879219,0.04796525,0.03461041,0.04097415,0.10965767,0.02493732,0.08762739,0.01266527,0.09700284
,0.96938896,0.41372985,0.55848893,1.3012591,0.39535932,1.11450581,0.40706163,1.04486363,0.86078059,,,,,,,,,,1.587201,1.15267813,1.22256507,0.73222935,2.84194086,1.34614097,1.21849632,0.67792757,1.57127249,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBE2M,3.67706192,3.78665058,4.38133196,5.77257647,2.48126734,5.6513881,1.84760336,7.46746045,3.10263905,,,,,,,,,,7.81398473,8.57900187,7.82938207,4.85716744,9.93258368,4.82763104,3.9977907,4.93844482,8.22935282,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32.4072133,35.9457431,29.8747016,27.5766561,30.7820238,25.1393219,37.1574819,34.9885948,29.4600254,49.1049971,37.6506789,36.7438378,27.0177215,42.8436062,37.4951391,38.0267005,34.4021945,45.9070162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCOA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37058629,0.30518205,0.74420426,0.64367601,0.29632366,0.48565574,0.48168007,0.47458897,0.50294319,0.40903932,0.29420523,0.35616646,0.42049658,0.3008293,0.49158615,0.30513377,0.30421372,0.37260383,,,,,,,,,
SPOP,49.2084617,61.3481665,69.7472134,47.7728108,62.7908481,52.6610098,76.0229119,46.0958131,63.2911638,,,,,,,,,,41.6102269,42.1052039,48.0923925,52.0202065,34.7909626,45.8394484,52.0029845,48.3925595,45.2404834,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMN1,0.48249612,0.29744964,0.17034338,0.28585814,0.17054533,0.28898266,0.17559333,0.34481362,0.30106471,0.21450621,0.5108396,0.5613037,0.50330388,0.41825469,0.20274508,0.26893348,0.54531146,0.40723146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP3K9,1.88217877,1.24958321,1.48963917,1.63757375,1.68879706,1.79737061,2.58183088,1.68505824,1.86704151,1.11033149,1.11335518,0.75793876,1.44985711,1.56882511,1.77298946,1.27101045,1.11567293,1.02646538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDF2,3.36031353,3.44628012,3.82491518,4.02485253,3.18186802,2.45742148,3.80335789,2.5588003,3.14191296,2.97069763,2.72110693,1.74452204,2.76880841,2.36506768,2.34285536,2.35839585,3.31633274,2.45104739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTS4,1.33711343,0.46276766,0.59628973,0.45484136,0.22387375,0.64373808,0.94761203,0.02155403,0,,,,,,,,,,0.04755337,0.07438273,0.10988606,0.22412308,0,0.50817169,0,0.01777218,0.27406706,,,,,,,,,,,,,,,,,,,,,,,,,,,
,313.761337,446.81379,412.379384,252.161813,330.734923,346.586246,581.373206,274.084027,526.649363,,,,,,,,,,200.746749,129.974675,244.204844,431.779243,265.444497,349.637221,334.462139,334.967301,239.13827,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHRSX,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.02868809,0.4013816,0,0,0.05602892,0.03943695,0.09410529,0.03359245,,,,,,,,,,0,0.01970652,0,0,0,0.02049099,0.01800085,0,0.03356093
PSMA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04933247,0.06770976,0,0,0.23667975,0,0.04653964,0.13326465,0.1189276,,,,,,,,,,0,0,0,0.05297628,0,0,0,0.04912553,0
KDELR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2764541,0.19796792,0.38017063,0.25421115,0.56224815,0.14498956,0.27214264,0.20564096,0.2511291,0.10293319,0.16418489,0.42532529,0.16150919,0.07081851,0.18318984,0.1214611,0.23310761,0.1112386,,,,,,,,,
ATAD2B,4.62425753,6.49752612,4.7841448,5.98232051,5.65180163,5.22369034,5.04867553,7.44937968,4.49674804,6.74320239,8.77949396,6.59094902,4.04531321,6.07141535,5.807715,5.98758897,7.20541961,9.61410546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARHGAP22,0.51036626,0.09680956,0.14256224,0.45672671,0.04162995,1.57753949,1.15727833,0.03607229,0.2939584,0.2356234,0.23626506,0.1174403,0.14742718,0,0.21209947,0.0984696,0.10890818,0.02982144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHF20,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41022699,1.42723364,2.31708334,1.6111297,2.22108621,1.62282532,1.39758207,1.50072295,1.46518446,0.95149972,1.07765801,1.10612556,1.35898361,1.30927246,1.61015908,1.34348435,1.47337677,1.46477743,,,,,,,,,
PCSK1N,14.7863811,13.8432327,14.7431673,15.9143074,16.1311688,13.8285312,13.680921,17.4777979,14.3555087,,,,,,,,,,17.8576014,22.5885875,18.9714474,17.0270944,23.7112775,15.7217367,16.5471449,14.9048248,15.8531109,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPS6KL1,29.499126,31.1753961,29.9104384,16.0944848,34.8014672,24.5307607,27.884484,17.7177745,26.9326998,,,,,,,,,,19.1565281,17.2093639,20.4584393,16.2678103,16.1562895,28.8166179,25.6456339,24.3806368,19.2890639,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC14,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11512752,0.23702206,0.09753618,0,0.06904264,0,0,0,0.04625702,0.02464787,0,0,0,0,0,0,0.02658038,0,,,,,,,,,
,0.02240236,0,0,0,0,0,0,0.04116791,0,,,,,,,,,,0.06811974,0.01775876,0.02098809,0,0.01760404,0.06066258,0.10610704,0.01697232,0.14956128,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIRT7,3.70923097,8.17924286,7.25277926,9.75070922,1.89098378,4.05477072,5.68510959,14.9434349,4.27285138,,,,,,,,,,15.6168055,8.93421393,17.3753316,8.48104252,13.7890461,9.657787,5.00026085,9.34918971,12.6197805,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBSN,7.24709692,5.27483799,4.50328779,5.36326595,6.25732566,7.21111115,6.2009422,3.6428814,8.16950775,,,,,,,,,,4.13068149,4.29771464,4.45728542,4.60034143,4.31823592,3.92816166,6.06151803,4.49857252,5.04755164,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12941701,0.07105092,0.46780695,0.33321224,0.65194188,0.38160412,0.39068927,0.30298808,0.54078322,0.17732566,0.16318012,0.27985789,0.12172827,0.03050022,0.26298822,0.29061689,0.1434216,0.02661578,,,,,,,,,
SPATA24,6.34037761,7.31845765,6.73574844,10.3319172,4.68485152,6.9742499,5.6703967,8.45970026,5.85016468,7.25311047,8.69360755,9.10506461,9.05528801,5.52542997,7.25172497,6.89411372,12.7550218,9.42746882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAF5,3.19709494,2.5765465,4.14285096,3.84407662,2.34850478,4.23619207,3.1882745,5.80952758,3.53287104,,,,,,,,,,5.52154044,5.76256235,7.63875364,4.86340633,5.55797092,4.47374596,4.51745849,4.6210487,4.48646625,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATP6V1B2,0.5675975,0.17995527,0.51528366,0.37732904,0.17196485,0.38145336,0.30099328,0.49172402,0.3035706,0.63265303,1.05729314,0.61853055,0.27404627,0.63260401,0.85861699,0.26439263,0.29991836,0.68984332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9234425,7.49631658,13.4278868,0.29542836,11.1749824,28.8505726,23.0347954,2.89295346,39.5003141,,,,,,,,,,3.26635647,3.3319611,9.44215181,8.62519978,0.44319973,12.2835801,7.19388904,2.23951017,2.32136728
TMEM168,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32272016,3.42037258,4.38810811,3.48223536,4.19043524,4.87910483,4.03350931,3.9599363,4.84931414,,,,,,,,,,3.5271682,3.80071608,3.5103902,3.25330729,2.5277551,3.5927406,3.240301,4.08731895,2.76563402
BLOC1S5,4.99834988,3.94557232,4.08775606,5.80669312,4.83476178,5.25955417,6.47741046,4.68370466,4.29392286,4.74488086,8.57824646,16.9218281,3.65564152,5.61552088,6.34937559,11.0275012,4.26844973,4.02266217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTUD4,63.3300855,44.2709909,47.7394345,63.9451781,29.8175631,44.0245499,29.9109625,81.0980932,33.9570107,,,,,,,,,,77.7163557,57.912398,77.4317777,53.7778955,123.082017,46.7981319,49.1085626,46.4280741,79.451028,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBXO6,4.22466265,4.7478877,4.80825144,4.40982912,3.02618226,4.54352636,3.03411926,8.56503198,3.93467508,,,,,,,,,,8.66511576,10.8866098,8.231153,4.07468216,8.57857249,4.29696217,4.27347645,4.74906001,6.02152244,,,,,,,,,,,,,,,,,,,,,,,,,,,
,55.4857523,60.4281004,83.1377624,96.9955964,39.5113185,77.0767799,30.5106157,160.058603,32.5254966,,,,,,,,,,131.59224,124.119038,171.821882,64.380769,144.474945,85.2532988,82.9381291,92.3848811,121.034601,,,,,,,,,,,,,,,,,,,,,,,,,,,
APBA1,8.03511882,13.0355192,13.1493772,10.659789,10.6504897,8.39308275,9.11887474,11.948651,10.6870969,,,,,,,,,,15.6455013,16.5106307,13.3718563,7.96870491,16.1175499,12.2150293,13.9211117,12.5755127,16.4989279,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAT1,0.38856288,0,0.35275015,0,0,0.38081941,0,0.17851157,0,,,,,,,,,,0.39383946,0.92406237,0.36403281,0.41248864,0,0.35072533,0.55211936,0.44157035,1.62131245,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE11A,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45589904,1.15283608,2.46687904,0.56639859,1.34324783,2.73936435,1.37347708,1.26054617,2.40735535,0.69532229,0.7060473,0.96320665,2.18201613,0.42889687,1.63572655,0.75446424,0.49127367,0.34548323,,,,,,,,,
COQ9,161.556541,153.907503,153.661553,103.213141,146.665129,144.240194,193.069331,123.191135,163.63103,,,,,,,,,,100.749473,121.146143,110.329706,133.331709,77.4030102,108.730798,128.587662,134.461912,124.426113,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEATR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03324996,0.0456362,0,0,0.47856462,0,0.0627352,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
REEP2,290.349723,347.900626,363.741846,204.79778,356.735351,348.723954,431.157327,294.072816,424.748331,,,,,,,,,,301.358074,268.125938,249.020282,243.558041,165.285197,224.597488,262.698389,386.444703,246.095774,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSPAN7,1.88522711,2.00115028,1.74547388,2.83229931,1.46952497,1.99449113,1.85379235,1.80103203,1.32434664,,,,,,,,,,3.79634699,1.86064408,3.19321821,1.7097284,2.4428942,3.7977158,3.68996062,1.93904517,3.16734756,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPG11,7.57697608,10.9568098,8.5770546,6.80156292,12.2006585,5.9591186,7.55749841,5.67270092,11.3234469,,,,,,,,,,6.54211094,7.26700903,10.5165033,5.16374664,3.30782095,6.50140847,5.58254014,6.94519284,3.98122279,,,,,,,,,,,,,,,,,,,,,,,,,,,
TK1,0.38034034,0.13792503,0.21326455,0.24943527,0.17793115,0.66877661,0.73279107,0.04111389,0.82364771,0.2909346,0.11220265,0.05856121,0.45158643,0.07272801,0.04834866,0.25252218,0.17585026,0.22093109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATF1,1.31688673,0.8388967,1.58073394,1.34761575,0.82233551,0.99666336,0.92655105,1.17638376,0.73953197,,,,,,,,,,1.92058529,1.80946105,1.60387676,1.28147621,1.70746162,1.48581338,1.12271969,1.14734387,1.48360265,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOX8,0.78202735,2.74799807,1.10042271,1.40258835,2.15606848,0.95805343,1.87836535,1.508955,1.36629976,,,,,,,,,,0.99080883,0.71291624,1.06235377,1.16225296,1.35195801,0.70587495,1.2964041,0.59247397,0.91366163,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.79346111,8.03041188,8.18697106,7.93334299,8.85443507,4.14642395,9.72428698,8.23499362,8.6837711,6.01387851,33.389749,23.6049971,3.97186876,3.98110183,27.6688521,25.3420957,11.2731965,20.6776513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREBL2,1.02512029,0.43962927,0.91040664,1.7716071,0.75619576,1.15757901,0.87590085,1.29000859,0.80651234,,,,,,,,,,1.64891313,1.27194468,2.04607852,1.04092721,2.67933497,1.08621699,1.45662077,1.06366504,1.61797445,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTSS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71131599,1.56207161,1.49987366,0.52326794,1.76319865,1.08048628,0.67104667,3.15983109,1.60047579,,,,,,,,,,1.01244998,0.49180238,0.4129409,1.57863435,0.16354234,0.79031455,1.5519034,0.7555543,0.87562849
PSMB2,0.48622306,0.22481042,0.2758808,0.53030368,0.64448502,0.29783337,0.13271225,0.89351244,0,,,,,,,,,,0.67763553,0.86723501,0.74023249,0.77424338,1.09847958,0.49373499,0.28786972,0.59859937,0.71008283,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDN,10.9486929,6.91631833,7.57739838,9.32043311,5.87663034,7.71668833,6.05057376,13.8635286,6.87386321,,,,,,,,,,14.2656047,11.3312118,11.4921982,7.1028581,14.2596916,9.04373425,8.85100951,8.3972763,14.0014149,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTP15,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48661686,0.36430414,0.19988481,0.30508952,0.50406473,0.62256226,1.21027098,0.39834127,0.4621323,0.15153561,0.39510091,0.41308705,0.26749091,0.260643,0.28092438,0.62087472,0.1634167,0.18195847,,,,,,,,,
STX3,31.0911266,30.5742177,36.110416,33.8640621,25.8945577,27.3565237,24.3934547,37.9357263,26.3510577,,,,,,,,,,41.8795645,36.5706106,40.0662034,30.7005185,35.0897676,34.2840891,29.7502393,36.0716309,39.7857506,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCDC88C,42.5169589,44.1670569,30.0139323,33.2563383,39.3759476,32.5375114,47.3988248,30.88485,44.9622464,47.6386153,52.4759513,41.655617,36.1571874,53.1301996,50.5640845,63.4481582,36.5709908,46.1899403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRPL28,0.39808981,0.04908295,0.21683941,0.23156284,0.14774622,0.54621909,0.36943279,0.10973303,0.4719551,0.15928307,0.25953985,0.08931427,0.28029883,0.05176299,0.17205687,0.12481151,0.14724538,0.12095702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIPSNAP3A,4.84429618,4.42219303,5.49726414,5.19316054,4.34657605,6.39121106,2.08505086,5.47825663,2.90645344,,,,,,,,,,5.57105278,11.1512363,9.73153687,4.20307326,8.05264608,4.58278705,5.33903942,6.21094027,7.11350837,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCN3A,26.6046012,29.784233,28.3407612,32.1297783,30.7643592,28.1967482,31.2050475,33.1578371,33.5032563,51.3951795,33.63275,49.4393263,31.2019813,41.5192443,33.6879723,42.8784993,41.8271195,36.1270695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPAT,5.29601788,4.49326979,6.0693776,9.83661328,5.28224981,7.42597857,4.55124951,7.68464502,4.08981914,,,,,,,,,,11.1610558,10.3709215,9.80054415,6.01177211,11.6197226,7.57275458,7.79844708,6.81301789,10.5020654,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.47601801,2.79888811,4.94966808,5.95383892,2.75102872,4.07220403,1.28345703,5.03755982,2.3017349,,,,,,,,,,6.563669,6.5392965,9.39944719,3.28124321,5.83727904,3.87846239,5.70236156,3.96173055,9.29439227,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYAL3,0.06344695,0.12516427,0.09215877,0.1353225,0.05382301,0.07461906,0.05541613,0.05829695,0.20586387,,,,,,,,,,0.03858513,0.05029554,0.03566492,0,0.06980032,0.04581488,0.06010231,0.1057501,0.06353711,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAN1C1,2.26274042,2.26107314,2.75234625,3.69912978,0.90957509,3.3772017,1.16254895,5.10935646,1.2734691,,,,,,,,,,5.8910644,5.25218535,6.26269063,2.02527359,9.40178699,3.08362185,3.29224065,2.89074874,6.43008087,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOCK,1.50261577,0.57181106,1.65042161,1.70853188,0.8458603,1.14541073,0.7088697,1.19315267,0.90286652,,,,,,,,,,2.14351087,2.42641786,2.03342428,1.79207013,2.79887004,0.82047402,1.54641482,0.95569469,1.64098343,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBE2K,4.85338492,4.33674679,6.28730247,7.93017092,6.07171377,6.27986592,5.29883241,10.5723672,6.12481896,,,,,,,,,,12.4640503,9.8994015,11.4185637,7.09155545,15.0197026,9.15531949,7.20625034,7.04411518,11.8093909,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEKHG2,14.032869,10.4383915,12.107789,15.7407599,9.71528292,14.6625189,7.09062593,15.877511,7.38120543,,,,,,,,,,13.9883335,18.7546945,17.4930765,13.0502145,27.2490189,17.5863702,10.9860484,14.7610658,17.7111841,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0384688,0.85359491,0.66342097,1.90167556,0.36706203,0.8292971,0.16796745,2.65048901,0.43198455,,,,,,,,,,3.07974457,2.43914941,2.08995485,1.8781843,4.23132426,1.59695748,0.9108568,1.39867967,2.02211405,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECHDC3,13.8688703,14.692236,10.8633838,13.8823794,10.6714796,10.5501237,15.6337369,10.7649553,14.8083163,,,,,,,,,,11.418308,9.52557688,10.4603304,14.8291482,9.36390195,11.6144934,10.1497536,11.9865924,8.857937,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC9A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90105161,0.83495347,0.81602383,1.11878194,0.68404299,0.25479619,0.96845138,2.19111268,0.88603404,,,,,,,,,,1.19830829,1.21879158,0.99325726,1.75566197,4.03862474,0.96911875,3.47087955,1.5523232,2.83875289
,0.93565564,0.84825564,0.87440186,1.30728345,0.40853796,1.86098979,0.78117065,1.31484791,0.58382416,0.16516459,0.22081916,0.1852244,1.52429174,0.10734866,0.32708512,0.65572885,0.68707083,0.25084669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGGHG,154.308135,148.524506,130.443563,136.238119,139.255925,128.723397,109.856102,155.022297,150.9129,125.527349,168.418342,164.578786,160.497004,144.793429,141.323667,166.251232,157.547711,141.307913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANLN,5.49753153,6.27348335,6.31819085,6.35030314,6.82181318,5.84652515,7.78995867,7.03957151,6.4956991,6.96170145,6.86333774,5.24855409,4.33756431,4.10650064,4.73949547,4.47407515,4.86724277,3.73172105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIM17,0.08070152,0.0331673,0.02442116,0.10431746,0,0.02636442,0.08810837,0.37075479,0.10071119,0.24217624,0.80945247,0.34200144,0.25254538,0.17489151,0.26159771,0.1012081,0.27362374,0.02043386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEMA3C,5.25343295,4.64606345,3.72139337,4.50889023,4.64375723,4.48331326,5.0962495,3.3609718,5.67692754,,,,,,,,,,3.64734057,2.94676418,4.81841707,3.51372555,2.40756671,3.40127185,4.12430066,4.19868276,3.62625144,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPR176,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67319442,1.06612174,0.87743257,0.66664827,2.73286431,1.24930559,0.5862307,0.37303362,1.1235423,0.88692601,0.92499784,0.30540203,0.13916474,0.30510461,0.72346045,0.69771474,0.90864183,0.37274601,,,,,,,,,
EVA1C,1191.60577,1197.97145,1447.49261,1162.08783,1516.66088,1195.08748,1150.41466,1171.23225,1137.51612,,,,,,,,,,1108.71714,1240.12251,987.420789,1168.45656,885.966763,1104.52175,993.612395,1225.96119,1086.94408,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAP1,20.1457823,18.8225528,27.1488243,27.9096596,11.7112384,23.7171563,14.0619614,46.6769308,14.7370881,,,,,,,,,,40.0634908,35.3351253,43.4373696,23.0913138,48.4419916,28.2218243,25.7493457,23.8965034,35.4239313,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68376027,2.35486385,3.53415444,3.29456752,3.02626351,2.50247211,3.52281936,4.2712716,3.52789994,4.96965885,4.18880584,3.7696897,3.55983482,3.74619734,4.29406145,3.34287401,4.84667397,4.82579935,,,,,,,,,
FMC1,3.84561241,4.23438163,3.21113271,3.15005075,5.10278209,2.98293228,3.99649573,2.22967192,3.82389703,4.09360127,7.71445304,4.79840669,4.34395565,5.26778922,3.13309808,4.02329675,4.12652292,3.74908388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMCH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12064575,0.85450425,0.66810509,0.68698721,0.82140391,0.62582964,1.46833789,0.64469532,0.8254833,0.55981609,0.32708489,0.55075933,0.79473345,0.44017837,0.75118067,0.52427193,0.63245626,0.09602956,,,,,,,,,
ZNF451,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45249347,2.96188283,1.59386082,2.63309664,2.48876784,0.83432724,3.1711831,2.01790511,3.3348373,1.88357211,3.40122518,2.89619637,5.24174684,2.2005957,6.37758811,2.79574072,2.68278674,2.64579168,,,,,,,,,
CNRIP1,11.9616698,11.5995122,12.1547998,17.9227504,7.58655506,14.667918,6.9090403,19.9713964,10.1235339,,,,,,,,,,26.2181414,22.499831,22.826481,12.2496858,26.3764905,14.1274511,13.3767505,13.8566635,19.5961828,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.72321022,2.66389224,3.2077562,4.45105052,2.12399292,4.41147242,2.11314693,5.72810038,2.64009569,,,,,,,,,,7.36811229,7.10064166,6.05141468,4.06158366,6.87961256,3.98160065,3.92278068,3.83641562,7.4187084,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHRS7C,0.97942958,0.60379963,1.11144796,1.72102743,0.58420196,0.89991661,0.9356571,1.57487584,0.61113793,,,,,,,,,,2.35773368,2.81449159,1.37639694,1.23468883,2.06842736,1.04981474,1.04377321,1.20579622,1.3792799,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP4K5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27162397,0.47599858,0.73997836,1.02757689,0.18487279,0.61976213,0.76340362,1.04094277,0.99088499,,,,,,,,,,1.17530068,1.16257604,1.13249197,0.45518296,1.67445774,0.67998137,2.92036552,0.920938,2.01084622
SLC7A1,4.76771588,6.5909463,6.55801393,7.8437007,3.67684168,9.91179343,4.88982784,16.7263826,9.37552913,,,,,,,,,,15.0831333,14.5451725,18.8144032,5.67477747,20.5491368,8.99811104,7.1167249,9.52276387,12.9007694,,,,,,,,,,,,,,,,,,,,,,,,,,,
