gene_id,B1_fpkm_CL,B2_fpkm_CL,B3_fpkm_CL,B4_fpkm_CL,B5_fpkm_CL,B6_fpkm_CL,B7_fpkm_CL,B8_fpkm_CL,B9_fpkm_CL,B10_fpkm_MO,B11_fpkm_MO,B12_fpkm_MO,B13_fpkm_MO,B14_fpkm_MO,B15_fpkm_MO,B16_fpkm_MO,B17_fpkm_MO,B18_fpkm_MO,B19_fpkm_MI,B20_fpkm_MI,B21_fpkm_MI,B22_fpkm_MI,B23_fpkm_MI,B24_fpkm_MI,B25_fpkm_MI,B26_fpkm_MI,B27_fpkm_MI,C1_fpkm_CL,C2_fpkm_CL,C3_fpkm_CL,C4_fpkm_CL,C5_fpkm_CL,C6_fpkm_CL,C7_fpkm_CL,C8_fpkm_CL,C9_fpkm_CL,C10_fpkm_MO,C11_fpkm_MO,C12_fpkm_MO,C13_fpkm_MO,C14_fpkm_MO,C15_fpkm_MO,C16_fpkm_MO,C17_fpkm_MO,C18_fpkm_MO,C19_fpkm_MI,C20_fpkm_MI,C21_fpkm_MI,C22_fpkm_MI,C23_fpkm_MI,C24_fpkm_MI,C25_fpkm_MI,C26_fpkm_MI,C27_fpkm_MI
IFIH1,3822.80729,3802.35359,4416.32192,2194.76193,3635.55291,3937.42857,5901.96591,2422.39042,3893.9528,,,,,,,,,,1673.89529,2029.06975,2572.42177,2857.62908,1734.9482,2748.37035,2821.03111,3141.25611,2863.59161,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK1IP1,9.64049297,8.1693876,13.3840537,11.088863,11.0603686,13.8881599,19.5633387,8.65800092,16.7184149,,,,,,,,,,5.72722173,6.47286031,10.8971672,12.9979997,10.5969915,8.1924214,8.35344836,8.33581466,9.08107451,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNAJB9,0.01289414,0,0,0.01666739,0.00455762,0.01684957,0.04223271,0.00789834,0.04290985,,,,,,,,,,0.00871282,0.00681428,0.00402671,0,0.00337746,0.01551804,0.00407147,0.00976876,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX3B,28.9680732,12.0194376,12.2053703,13.4372341,11.3659912,27.9832607,12.9130098,15.6219391,14.0681798,8.18001109,4.03163266,8.63794894,22.3376899,4.50558919,6.29004261,14.774943,12.6457445,7.36989626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTOR,2.48505325,2.07268946,2.9361346,2.46234074,1.87947168,2.22063025,1.25681915,3.03885809,2.66795604,,,,,,,,,,4.07452876,3.56328553,3.92022951,2.05614312,3.14455712,2.68837734,3.0118022,2.86559276,2.95824357,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARK2,21.3536863,29.7561929,23.9427667,20.2152002,27.3521488,22.1013269,26.7283674,21.962078,30.406967,,,,,,,,,,19.4127615,21.0598315,23.2976874,18.3643865,17.7509735,20.5987581,22.459315,27.1775796,20.3335166,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSMCE1,5.68681742,5.07738626,6.72038489,8.41242337,5.978282,6.29419751,5.35237759,9.59457966,4.71083657,,,,,,,,,,9.39141466,10.8426197,10.7015439,7.75440088,15.0243082,7.61106749,5.43347365,7.91112478,12.3962216,,,,,,,,,,,,,,,,,,,,,,,,,,,
OAS1,8.649053,6.3233484,7.95053651,10.639309,6.49833141,8.58318173,6.59577345,9.06517919,6.67139431,,,,,,,,,,10.3524052,11.3179972,10.6886784,9.18161849,11.8853865,8.55219916,8.46072766,7.45814846,11.1168404,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDC27,0,0.39697403,0.17537578,0.12485589,0.1365651,0.0631103,0.14060731,0.11833345,0,0.70853892,0.06458804,0.24078589,0.42317448,0.25118979,0.48704768,0.48453737,0.71453636,0.04891392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCBP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20727595,0.09483006,0.41624758,0.08471064,0.41434862,0.15433891,0.1086342,0.14516612,0.42565991,0.11833627,0.09679681,0.11318788,0.13925826,0,0.2925037,0.12929327,0.02126906,0.14209391,,,,,,,,,
SYCP1,9.61661905,7.05411931,6.80741045,7.34044291,8.00302682,6.99118368,6.35270466,8.94788435,7.83864578,9.54640691,12.4538929,13.0545837,9.85102786,7.62922843,8.81253993,9.61766033,10.3783154,10.9850433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A34,0.71406057,0,0.21608255,0,0.12619759,0.34991522,0.25986587,0.21870004,0.2970365,1.1904533,2.98423793,0,1.00555371,0.46424081,0.64296122,1.49251041,1.10048576,0.09040112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRF1,11.1774416,13.4519237,10.8884159,12.9229103,8.29517039,12.7004601,13.5484359,15.1256496,11.4480608,16.0955298,15.6629228,15.6636512,15.0644087,14.2829335,11.6603831,13.3847385,16.6497938,13.4968244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLXIP,274.062669,275.804922,311.648746,399.421783,276.097384,259.234161,144.672942,399.204607,270.131067,,,,,,,,,,415.236573,484.266437,526.106005,243.773754,612.593404,389.598054,335.713664,317.223133,370.549118,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGKG,4.89361083,3.26495413,7.03889421,5.01122422,2.74059298,12.6442338,3.37680321,6.77379029,6.84720342,2.45812518,2.67730364,2.70914416,5.36982551,3.08513186,3.45641093,2.31137422,5.21074367,3.81378149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RFC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31285471,0.23121488,0.40777063,0.04425893,0.11545894,0.83863255,0.36325323,0.13002038,0.85090393,0.12365476,0.22758126,0.14192997,0.50122542,0.02835835,0.09169498,0.1351042,0.11112488,0.22272023,,,,,,,,,
MYO5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22952325,1.3577941,1.61236811,1.22156593,1.01703753,0.90919649,1.266576,1.19620656,1.95332472,1.11343676,0.93551915,0.97238678,0.80706491,0.63282363,1.11284361,0.72991926,0.92665443,0.90100457,,,,,,,,,
,161.424206,161.329438,168.962846,104.144703,129.939958,118.740266,212.772767,139.627761,171.929852,,,,,,,,,,78.8258673,88.5411236,102.371754,151.887948,126.3957,131.436544,103.072556,164.170027,149.154984,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANGO2,5.06948759,3.66963932,1.78151515,1.01465618,4.30052338,5.03256965,4.14214982,1.23211509,1.42855323,,,,,,,,,,0.82876288,1.76303123,1.4707973,2.36097813,0.74533059,2.39124027,2.54054345,1.63539866,2.26540506,,,,,,,,,,,,,,,,,,,,,,,,,,,
F3,29.2668966,32.4915201,12.2042159,21.8644755,5.61467739,17.0636326,26.6552955,22.6290674,13.2916688,35.3657329,24.7790444,28.8142957,16.3882679,23.9482399,32.6290808,59.9928067,17.2707069,27.8066282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYSLTR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48154038,0.59483102,0.42156034,0.59777541,0.50536947,0.62926902,0.59056298,0.55284544,0.61912908,,,,,,,,,,0.82003141,0.26105209,0.38001201,0.5041803,0.38196136,0.44847275,0.27992795,0.33566429,0.42525177
GRAMD1A,4.67979412,4.87733808,4.21036805,5.51350452,3.50485216,4.48369594,5.18950026,4.17459972,4.66163111,6.58094085,6.65148476,5.72839958,5.64449992,4.18859648,4.77314863,5.27679018,5.01629485,5.38004209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.84227372,4.69641279,5.82396722,5.20278034,4.97119195,4.54929352,4.20915718,5.80949789,4.13765393,,,,,,,,,,6.45546685,5.77006111,6.47257247,4.74753713,5.6592014,5.47038721,5.72645909,5.88840346,6.84647029,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPRC5C,1860.41649,3869.26588,861.781136,1283.97886,1283.87404,1195.8221,1780.27319,3903.36388,2035.28546,,,,,,,,,,1072.15931,578.009957,987.031508,1745.65324,1104.23173,1889.85404,779.482105,1326.48017,868.796489,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFKB2,0.52152537,0.16487714,0.59485732,0.28521349,0.26233112,0.58321491,0.73728883,0.33174902,0.9345335,0.10701124,0.18777964,0.15501049,0.57121708,0.25212569,0.27453354,0.16770438,0.2782236,0.22347221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGLL4,8.26579209,5.60527325,6.94116093,6.41078222,6.57374725,5.46822058,10.3780979,4.17717068,7.73645061,,,,,,,,,,4.18901965,3.93146537,4.64638238,7.23917558,2.76052694,5.03609693,3.32777393,5.94915683,4.31121719,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATAD3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32700023,0.80786528,0.36938001,0.54124279,1.17662357,0.52593046,0.80206868,0.76556529,0.73575732,,,,,,,,,,2.12770294,1.97312524,0.92543944,0.84276761,1.12773468,0.19234418,1.68969795,0.52100564,0.94508592
MYL2,30.8365306,30.7420994,43.8312572,47.0636519,26.532799,41.1019279,21.5467082,47.6812699,26.6077927,,,,,,,,,,63.5821743,47.7020338,57.6145412,29.3682317,65.4948548,35.8657434,55.8346747,39.0481683,68.5249592,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHF12,1.38969223,1.7858362,1.13722437,1.93551709,1.8264602,1.55382847,1.38902187,1.3308437,1.58770442,1.80126108,1.29572801,3.80585452,1.50679126,1.52703781,2.13605596,2.62650131,1.95472046,2.69109399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.94937323,0.57099558,0.8828935,1.21222558,0.63840126,0.47657384,0.22752603,0.38296641,0.37565787,0.4864083,0.13935226,0.15585265,0.28260214,0.09032597,0.52541612,0.43559005,0.47106022,0.10553448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLGALT1,339.639792,370.056875,323.963342,176.296511,361.088065,272.958785,558.748207,153.703659,290.279639,,,,,,,,,,141.816617,181.766657,175.536266,300.34379,178.448912,317.323001,261.318627,257.482669,200.37533,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXOSC10,27.7387266,20.877487,27.2584152,25.0612271,18.467173,35.3088144,45.2436477,27.0873452,42.2100745,,,,,,,,,,20.6293106,19.0948249,21.5842332,38.1560239,18.3843599,20.4732405,27.4491658,25.9272444,18.2806221,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYGB,1.29935214,1.35888302,1.43236485,1.48463377,1.94371771,1.76237498,1.93791945,1.34311885,1.20166373,,,,,,,,,,0.83488202,1.4254739,1.35862023,1.39167547,1.1030947,1.30895491,1.3737233,1.20413934,1.355415,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRL4,14.2555393,11.8511492,16.3023482,19.4555792,10.9844186,12.0300853,8.68601676,17.8126492,11.8330854,,,,,,,,,,20.7027336,20.2330057,19.1054818,17.8566331,20.9498477,15.6518695,13.9039428,16.5323937,17.6415008,,,,,,,,,,,,,,,,,,,,,,,,,,,
IQCB1,0.07095101,0.01093499,0.04025728,0.06018707,0.06583152,0.06953706,0,0.08148987,0,,,,,,,,,,0.22473281,0.09139673,0.05816287,0.06590484,0.16029316,0.13608909,0.08401348,0.0268767,0.16282709,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEKHG5,2.42339637,1.10211461,1.80331056,2.33016434,1.89572088,2.76446275,1.95183265,2.00767015,2.50369841,,,,,,,,,,4.91261087,3.41698508,3.66614864,2.15087652,2.04481725,2.16948086,2.78488166,3.4613044,2.6025536,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H13,0.60804158,0.99958939,1.25454576,0.39298736,0.44938072,0.18058311,0.86501421,0.1354392,0.22994044,,,,,,,,,,0.13073001,0.58424911,0.27619674,0.09780027,0.10135285,0.21620639,0.10472515,0.5862947,0.39978647,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRWD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41638566,1.1853758,1.56092843,0.82592873,1.24304587,2.407687,2.31390843,0.43549837,3.77541831,,,,,,,,,,1.19415183,0.71655077,1.27850721,0.81614794,0.35741914,1.0837457,1.51732151,1.03203234,0.94296879
ZZEF1,3.6395955,3.38600931,4.1151617,6.47960248,2.31564314,5.15602879,2.16744024,7.29636799,2.93166809,,,,,,,,,,7.61279627,8.73420527,7.28463031,4.77694265,9.90612929,4.89790224,4.95219718,4.83799125,9.41564815,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28.2380505,25.1509788,23.7733544,30.481427,25.9509981,23.0489891,14.6326329,27.6240583,24.5800456,,,,,,,,,,32.978821,36.0829794,29.0614275,23.1164445,37.0713095,28.5316575,31.0879368,27.5667618,29.9898713,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM131L,110.730194,124.889421,104.506874,80.4159523,155.335213,90.6751067,143.533343,119.818843,124.748381,,,,,,,,,,112.50335,107.377669,79.3304126,92.1477906,100.174746,117.105343,102.626396,94.3643575,82.2005412,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLMN,4.87395371,5.09093169,4.59863329,6.72666931,4.19784234,5.56948393,3.27642687,6.33615777,4.56846584,,,,,,,,,,7.63672403,7.1199525,6.60013976,4.88034309,8.14504451,4.99488043,5.1210621,6.99814575,7.28224328,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAGLA,8.96123133,9.61160637,10.11952,8.26389895,8.34360227,9.49668413,5.96567085,10.3759849,9.27382221,,,,,,,,,,16.4674122,10.0491783,17.0640379,4.02176421,18.6637436,12.100024,16.4945657,7.45149958,14.6526113,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATB,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8862743,25.5710021,20.7380491,23.3216458,26.4236037,25.0616993,24.4395908,32.8174191,22.0743879,24.1067896,37.6516535,30.6103143,30.3789314,29.0848633,31.9525466,27.2550205,33.0298431,37.127109,,,,,,,,,
HELQ,8.10007753,9.11258245,8.93993521,8.42085573,7.89166763,8.42222833,9.02307267,8.50042269,9.13353651,9.56256643,13.7539811,10.7316607,9.87228201,8.47403934,7.44164134,8.63716717,11.9956266,9.93207708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11.8790313,9.99368462,10.520652,16.7767431,9.92089098,12.1456329,10.9215142,13.5409266,15.8554173,13.7140687,38.5442764,19.9050927,15.5124385,12.9491873,10.9777102,14.365486,16.827811,17.3514206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,51.6966254,51.7286645,52.3561853,38.5333802,54.130113,54.1035581,38.005755,50.0067004,43.9283034,,,,,,,,,,40.8130201,40.0541436,43.9304391,37.505824,37.5617245,43.1452283,47.6179281,52.0573588,42.0577714,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23780001,0.42838038,0.31898541,0.12300024,0.51696141,0.53784195,0.36454856,0.12044679,0.29857979,0.29273858,0.28109883,0.14608829,0.23964876,0.17513522,0.20763929,0.11681253,0.21961087,0.09169823,,,,,,,,,
PPTC7,10.7759011,9.85365037,10.615289,10.9550245,11.5308958,10.7216578,12.8377111,11.8874814,10.9952725,10.9429074,15.0792597,12.6393854,11.3772784,13.7987889,12.2451687,10.7619893,13.4777791,13.360478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REC8,10.8156547,11.6759663,15.1230485,15.9271487,5.6909191,20.2190362,7.50787214,45.7528369,8.66370751,,,,,,,,,,41.3049436,36.9621613,39.4704871,18.2068315,36.3048276,25.3023637,17.3194061,20.8271356,34.9940099,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17.4892921,21.2619288,35.5486713,32.1316622,16.8043354,21.4133246,29.7876593,36.1449514,24.0034521,,,,,,,,,,32.0857545,29.1727538,43.2132208,31.6773746,74.935357,30.1949175,22.2829428,37.2622826,28.1047394,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALKBH4,1.66422868,2.05193039,3.02168299,4.40741277,2.62558595,3.81907469,1.59539083,5.14687101,2.17817925,,,,,,,,,,5.26619614,5.5022964,5.24792296,3.61958779,8.93111656,3.4439975,3.46060524,3.84402756,5.75855439,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRPC4AP,4.0069483,3.8050395,4.60918281,7.31083615,3.008569,5.31743429,3.77692282,8.8726764,2.85740439,,,,,,,,,,9.48491895,8.93726822,9.48989686,6.34088372,13.416232,5.88565748,6.01185436,5.16637304,10.2392982,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.1162806,1.10598054,1.46580525,0.92760514,1.43734667,2.96952315,2.74215086,1.2820898,2.81099331,0.79757935,0.95970161,0.61120622,1.98367343,1.11453078,1.07692716,0.94995386,1.06908927,0.95392869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.767909,109.515986,76.266497,87.4820681,69.0168752,84.5786444,78.7127731,88.602097,80.4571806,85.2498053,99.5605733,89.7421076,117.783389,137.872369,68.9409382,113.710147,108.938875,115.776846,,,,,,,,,
DUSP8,51.388832,51.957189,64.3319244,45.2738533,66.0262904,63.3867913,43.8745177,47.756192,50.6379141,53.749478,46.5137518,76.4246121,62.6138864,81.2173117,67.208792,65.5088049,61.0101107,62.5358172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM160,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9191947,24.3793327,27.759331,39.930571,32.264747,24.2117571,28.9683422,22.685742,21.5195581,40.1493074,41.9616152,38.6450423,13.8414799,36.6822276,66.2204073,52.1483684,28.3021952,56.7366373,,,,,,,,,
TRIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3264661,35.0922819,28.7903125,19.4315219,43.3391324,68.9689575,31.7292767,20.8437902,84.5810319,,,,,,,,,,31.8982259,14.2961283,29.0595281,35.5112828,24.1998178,16.3675641,27.298343,22.2478536,43.5782477
,1.785635,1.51835844,1.73285526,2.38776313,1.3384921,1.32762416,1.00837344,2.91364727,1.53681186,,,,,,,,,,3.307718,3.58757308,3.20159869,2.18972805,3.62889612,2.44541852,1.749832,2.47239522,2.6976736,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4A,1.02161475,1.0796674,1.42430659,1.45027226,1.16069374,1.46612418,0.79669954,1.60918293,1.13832205,,,,,,,,,,2.03399429,1.76432134,1.94842279,2.05284273,1.7489506,1.18559799,1.79726814,1.29919493,1.61376541,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCOA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26188577,0.05134903,0.29582661,0.03440214,0.04487269,0.25071648,0.28235404,0.03368796,0.40585989,,,,,,,,,,0.07607235,0.07054569,0.0610846,0.06026341,0.01290247,0.11003095,0.22553901,0.03725532,0.06007096
TBC1D23,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55472412,0.9517118,1.56654328,0.38256909,1.33068508,0.1858729,1.56995955,0.49950276,0.89152917,,,,,,,,,,0.42298141,0.1307506,0.15095367,0.59569725,0.19130924,0.40786652,0.11943369,0.41429787,0.44534624
,2.48619528,2.81185582,3.03768356,3.89635586,2.06150407,2.91298666,1.87761641,3.02295246,1.67962415,,,,,,,,,,4.50939698,5.05308614,3.27494811,2.2820866,4.3921116,2.86839098,3.47072397,3.55471391,4.75793871,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHBDL2,0.6838818,0.81643187,1.05446016,0.8945322,0.86331447,1.3511451,1.41033701,0.5685261,1.16502424,0.70580123,0.54440253,0.36531841,1.02929729,0.86101078,0.72721555,0.53093171,0.48181726,0.73387233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCA5,6.60339815,4.46229853,6.62884537,4.43203519,8.4161103,6.28511594,7.6253938,5.950718,9.03306245,,,,,,,,,,2.44554499,6.59362383,4.34246398,8.15586821,3.49261542,4.8714573,5.71397265,5.33954756,3.65610486,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF367,27.6051415,19.0829933,22.313598,25.3067908,13.9135409,25.2437991,10.895352,42.2174414,11.6177797,,,,,,,,,,33.6696712,36.6976722,47.547901,19.4712243,52.1163326,28.5242346,29.7605799,26.0068778,55.0959537,,,,,,,,,,,,,,,,,,,,,,,,,,,
METRNL,0.47955545,1.1825471,0.8707124,1.02281731,0.30511063,1.22199647,0.83771108,0.79313367,0.59845961,,,,,,,,,,0.19442707,0.22809135,0.89856199,1.11998497,0.45220843,0.17314289,0.09085508,0.65397127,0.3201579,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTDH,104.176273,110.730587,91.9270222,82.0776681,145.031748,83.6473435,104.934574,89.139246,118.12441,,,,,,,,,,113.111434,54.2276414,102.983851,90.8766947,109.701073,83.579501,62.9322308,64.3684591,91.7687319,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHAF1,0.08753888,0.15110493,0,0.01697335,0.0928257,0.17158872,0,0.01608667,0.04369754,0,0.01756065,0.01309331,0.03287304,0,0.01891742,0.04391314,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL33,5.10075356,4.02615747,3.8300085,5.80003813,3.69012166,5.04582396,2.00376479,8.08131412,3.03400824,,,,,,,,,,7.77918959,7.36892102,6.5428567,4.50392609,9.8707412,5.76582149,4.15450034,8.01771978,7.63813272,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAT3,976.852009,1196.58333,1356.37216,846.372656,1361.45277,950.021801,2321.87954,772.599577,1443.59109,,,,,,,,,,903.621239,878.207735,905.076568,1152.54219,610.948923,997.877474,1011.48734,1345.44613,874.35869,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.81287197,2.70927357,3.29583076,5.32059247,1.73348814,6.80406442,7.22031904,2.27260453,5.13997061,1.77328248,1.66099041,1.09554579,3.26878004,2.30508861,3.07396318,2.88885798,1.74724385,1.73364976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THNSL2,1.51539522,1.81504086,2.67283829,2.93827518,2.38741805,2.63091812,1.98537526,4.37608357,1.5129059,,,,,,,,,,4.78346149,4.49622349,3.69129267,2.20622494,4.76326217,2.69657677,2.83000606,2.75539895,4.11906008,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKG2,11.8952103,13.6569158,13.5095087,11.2052867,10.1623819,12.9797295,8.72807979,18.4521205,9.31542959,11.609694,13.959911,12.9657078,17.5874848,12.4613906,15.9751344,13.7703058,19.4161128,15.8765053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFNB2,2.27309282,2.18955986,3.41781826,2.54803551,1.80778049,3.6897831,2.09395047,3.13287801,1.41834928,,,,,,,,,,6.19189468,3.322293,3.19438789,1.35734542,6.69833742,3.20584874,4.17195187,5.05874027,3.79387113,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIF1,16.6294686,19.4709492,18.1378558,16.9337438,17.6337887,19.4638807,20.6374534,7.25508591,26.4260866,,,,,,,,,,12.8536761,7.39736247,14.6829759,14.0973419,10.7173399,14.1462294,23.6859203,10.9672129,10.1835488,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSF2,7.17718589,4.92926039,6.77493004,9.67120726,4.66328636,7.70585213,5.36250855,7.78409109,7.72133192,,,,,,,,,,3.49260391,4.96509393,2.90723186,9.09444169,3.69511858,5.05203098,5.21184024,7.34138436,4.27366555,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBXW8,4.32796874,4.77569281,3.97859841,4.12533836,4.16512626,3.38624623,4.38767932,4.96247876,4.01676516,4.11096856,6.0373282,4.90945084,5.7703588,5.5330077,4.40135248,4.44708401,5.43138144,4.53075954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMM9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03485834,0,0,0,0.1254285,0,0.06576986,0,0.05602285,,,,,,,,,,1.34670755,0.06572996,0.26560202,0.03743306,0,0.06834653,0.27018362,0.03471212,0.1399257
MTMR10,19.6487685,17.3383452,22.7344483,19.7026291,19.6098223,18.8796065,16.7200565,16.9033813,19.8328501,,,,,,,,,,31.5330229,21.5314364,29.7781922,21.063138,21.0411051,22.6908887,24.9085372,21.9643826,17.2010259,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.2281438,36.1115922,32.7157512,36.6476657,41.1135589,29.1803492,38.0444645,33.1120483,36.9357969,,,,,,,,,,34.2911631,37.1690043,28.1420201,36.0085771,25.0949355,30.338195,32.4243341,34.7543853,29.8159989,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANGPTL5,7.11944136,4.76094874,8.46933919,7.37737141,5.39015285,6.6375535,4.98155289,9.36190707,5.46822118,,,,,,,,,,11.6497554,11.96299,9.03698763,6.63711188,14.116735,8.25734736,7.32281725,6.48510661,8.91824053,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCO4A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94372653,2.05314615,5.99099196,6.62759907,1.46797798,2.18720285,3.46387901,2.44906113,3.38765359,0.23291584,1.42890526,1.73770343,0,1.28197744,1.03629881,2.74840543,3.76766271,0.69919226,,,,,,,,,
TECR,1.80899855,2.07110996,1.67159457,1.56587379,2.98014027,1.04477292,1.69288274,0.68267356,1.69315025,1.00170639,0.87482984,1.15960475,0.78850146,1.72215528,0.94242095,0.32409605,0.89613218,1.71766412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPP6R3,4.06789931,3.46529908,2.71937081,4.80417553,1.49014444,5.76278489,4.27975415,2.20864502,4.06121702,,,,,,,,,,1.57428992,1.96413366,2.56382542,4.78947625,2.58634287,2.70376137,3.46811198,2.21335938,2.25286816,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPS8,0.97520201,0.57186691,0.39947386,1.06073066,0.55488205,0.66437513,0.7011484,0.77584353,1.0834269,,,,,,,,,,0.34957201,0.32996472,0.41225097,0.61862505,0.38316266,0.50452702,0.5858204,0.44149334,0.54585694,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEAP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9752848,2.51746491,5.1797689,2.63371811,5.51680362,2.11796477,3.16788057,2.36306391,2.35827001,1.96947072,1.14152927,1.9831759,2.38876967,2.44399675,2.09658514,2.29704333,1.68086706,1.95863391,,,,,,,,,
CHP2,0.23011063,0.55509968,0.73569832,0.10669353,0.68958763,0.34319003,1.03769063,0.03677087,0.17479657,0.13010104,0.16056041,0.02992867,0.11271171,0.05203638,0.15134492,0.12547073,0.15727453,0.23559201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAB33B,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99026247,0.80814569,0.57441733,0.41837823,0.67411832,1.14788292,1.33818026,0.48199155,2.10767273,,,,,,,,,,0.92514643,0.50466736,0.8157052,0.54607304,0.16614221,0.57723283,0.760628,0.47972847,0.49419366
PSMC5,7.99532163,9.09332246,7.43937352,8.07333811,8.57213225,8.74765322,7.35085351,8.52663777,7.6560458,9.45987003,11.640447,11.3789982,10.3546885,9.3306523,9.28520371,8.19378034,9.44126713,8.59685592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN5,2.36521159,1.22788023,2.37323965,3.45158832,1.34643016,3.02569992,1.52219352,2.72225252,1.05638281,,,,,,,,,,4.44137024,4.30250728,3.56875755,3.03944941,3.8737373,2.33714449,2.0282676,3.03682388,3.67752021,,,,,,,,,,,,,,,,,,,,,,,,,,,
